"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","month","day","year"
"20","Crown prince sought to lure Khashoggi back to Saudi Arabia and detain him, U.S. intercepts show - The Washington Po… https://t.co/tqiYRSvyPw",FALSE,8,NA,2018-10-11 18:58:49,TRUE,NA,"1050460731123097600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",10,FALSE,FALSE,NA,NA,10,11,2018
"21","CNN, PBS, MSNBC and The New York Times are organizations run by savages for savages.

Their shrill choirs is ringin… https://t.co/wmigb1vu9A",FALSE,11,NA,2018-10-11 17:36:11,TRUE,NA,"1050439933549268993",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",7,FALSE,FALSE,NA,NA,10,11,2018
"22","NY prosecutor drops part of sex assault case against Harvey Weinstein. His attorney says Lucia Evans should be crim… https://t.co/i2xxOFfbMT",FALSE,34,NA,2018-10-11 17:30:19,TRUE,NA,"1050438460069347328",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",23,FALSE,FALSE,NA,NA,10,11,2018
"23","@johncardillo @Frankie_da_pug @newsmax @CNN CNN is a network run by savages for savages.",FALSE,11,"johncardillo",2018-10-11 17:28:49,FALSE,"1050401018025074690","1050438081579544576","27995424","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",7,FALSE,FALSE,NA,NA,10,11,2018
"24","RT @johncardillo: If a guest ever came onto my @newsmax show and used the racial slurs @CNN's guests used against Kanye, I'd ban them not o…",FALSE,0,NA,2018-10-11 17:28:03,FALSE,NA,"1050437889308405760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",1498,TRUE,FALSE,NA,NA,10,11,2018
"25","Huckabee moved to Florida where they have no personal income tax.

Compared to Governor Asa Hutchinson, Mike Huckab… https://t.co/0zXgDnH62x",FALSE,19,"GeneMcVay",2018-10-10 13:48:32,TRUE,"1050016608473808897","1050020256759078913","27789999","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",11,FALSE,FALSE,NA,NA,10,10,2018
"26","RT @grip642: @GeneMcVay https://t.co/BEgp7XFDvV",FALSE,0,NA,2018-10-10 13:34:21,FALSE,NA,"1050016689692258304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",14,TRUE,FALSE,NA,NA,10,10,2018
"27","■■ I know I'm wasting my time trying to educate Arkansas Voters.

Most Republicans still don't know Fox called Mike… https://t.co/khHqa8vWy3",FALSE,13,NA,2018-10-10 13:34:02,TRUE,NA,"1050016608473808897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",5,FALSE,FALSE,NA,NA,10,10,2018
"28","■Google is the Enemy of The United States!

Leaked Google Briefing Admits Abandonment of Free Speech!

Due to a var… https://t.co/GRo8WTf3cy",FALSE,17,NA,2018-10-10 11:18:24,TRUE,NA,"1049982476330909696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",18,FALSE,FALSE,NA,NA,10,10,2018
"29","The Arkansas Economy is ranked 49th thanks to Governor Asa Hutchinson &amp; nephews!

Arkansas is also last in Internet… https://t.co/qSqzcl8nBy",FALSE,7,NA,2018-10-10 01:45:30,TRUE,NA,"1049838301245521920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",7,FALSE,FALSE,NA,NA,10,10,2018
"30","■■American POWs and MIAs from World War II, the Korean War and the Cold War were sent to the USSR, where they were… https://t.co/DVr5XuhDTQ",FALSE,8,NA,2018-10-10 01:09:38,TRUE,NA,"1049829274079977473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",9,FALSE,FALSE,NA,NA,10,10,2018
"31","Please like this shadow ban test.",FALSE,46,NA,2018-10-09 22:50:50,FALSE,NA,"1049794345044504577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",9,FALSE,FALSE,NA,NA,10,9,2018
"32","If they don't rename the UN as ""The United Countries Against America and Israel"" or they don't kick the UN out of A… https://t.co/6pwdX0hsNA",FALSE,14,"GeneMcVay",2018-10-09 15:19:52,TRUE,"1049675133789585411","1049680855944359936","27789999","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",5,FALSE,FALSE,NA,NA,10,9,2018
"33","President Trump has accepted Nikki Haley’s resignation as Ambassador to the United Nations.

I never cared much for… https://t.co/vwWoeV0WKE",FALSE,24,NA,2018-10-09 14:57:08,TRUE,NA,"1049675133789585411",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",13,FALSE,FALSE,NA,NA,10,9,2018
"34","Nursing home facilities have a solemn responsibility to protect the lives of those who have been entrusted to their… https://t.co/7beCWiSgRf",FALSE,17,NA,2018-10-09 13:37:01,TRUE,NA,"1049654970264506369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",12,FALSE,FALSE,NA,NA,10,9,2018
"35","RT @Indianagirl9: @GeneMcVay No big surprise there. We will never let our POTUS go. He is our Hero and Patriot.",FALSE,0,NA,2018-10-09 13:24:22,FALSE,NA,"1049651788629069825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",3,TRUE,FALSE,NA,NA,10,9,2018
"36","RT @gt_mom1: @GeneMcVay Asa loves Arkansas big $$$ known as Chinamart...",FALSE,0,NA,2018-10-09 13:24:19,FALSE,NA,"1049651775651893248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",6,TRUE,FALSE,NA,NA,10,9,2018
"37","https://t.co/HWw1zhqyUk https://t.co/GMAjW6j1WW",FALSE,8,"GeneMcVay",2018-10-09 13:23:35,FALSE,"1049640765532659712","1049651589944872961","27789999","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",5,FALSE,FALSE,NA,NA,10,9,2018
"38","Vice President Pence explains that China wants a different United States President and how China will influence loc… https://t.co/tPm78fq3cQ",FALSE,16,NA,2018-10-09 12:40:34,TRUE,NA,"1049640765532659712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",9,FALSE,FALSE,NA,NA,10,9,2018
"39","Maggots Found in Catheter of Little Rock Nursing Home Resident.

Nursing home owners could take care of residents o… https://t.co/hOtpQlQRqX",FALSE,8,NA,2018-10-09 02:24:13,TRUE,NA,"1049485657767337984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",10,FALSE,FALSE,NA,NA,10,9,2018
"40","Dog rape and Mein Kampf as a feminist text: why we hoaxed journals with terrible papers 

Fooling Academia is reall… https://t.co/g3G9bgxIHs",FALSE,8,NA,2018-10-08 19:20:56,TRUE,NA,"1049379133564866560",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",7,FALSE,FALSE,NA,NA,10,8,2018
"41","Clearly....

It Looks Like Christine Ford Has a Perjury Problem.

With regular citizens like Martha Stewart going t… https://t.co/JhkObfPAlJ",FALSE,17,NA,2018-10-08 16:10:23,TRUE,NA,"1049331179739119616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",18,FALSE,FALSE,NA,NA,10,8,2018
"42","The Harmonizing Four-Only Believe - YouTube

I have spent hours listening to the Harmonizing Four and old time Gosp… https://t.co/hRvFztfVhU",FALSE,5,NA,2018-10-08 14:39:59,TRUE,NA,"1049308429733560320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GeneMcVay",4,FALSE,FALSE,NA,NA,10,8,2018
"43","RT @battleofever: Heads up, #RINOs &amp; #deepstate #Dems!
We've seen the betrayal of #WeThePeople 
and we're keeping our #Republic!

Sincerely…",FALSE,0,NA,2018-10-08 13:21:17,FALSE,NA,"1049288624506851329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",99,TRUE,FALSE,NA,NA,10,8,2018
"44","Most embarrassing is the fact Arkansas has the nation’s lowest GDP growth and almost the lowest GDP growth in the w… https://t.co/vr0O0f8EI2",FALSE,10,"GeneMcVay",2018-10-08 13:20:53,TRUE,"1049288112239722497","1049288522874703873","27789999","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",6,FALSE,FALSE,NA,NA,10,8,2018
"45","Governor Asa Hutchinson is using his huge war chest to crow about teaching computer coding.

What Asa won't tell yo… https://t.co/xfPOoZKmyp",FALSE,11,NA,2018-10-08 13:19:15,TRUE,NA,"1049288112239722497",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GeneMcVay",9,FALSE,FALSE,NA,NA,10,8,2018
"46","RT @PeytonDillberg: We held a peaceful demonstration supporting now Justice Kavanaugh last Thursday. It was met with violence. Here’s lefti…",FALSE,0,NA,2018-10-14 15:21:00,FALSE,NA,"1051493080908619782",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",4980,TRUE,FALSE,NA,NA,10,14,2018
"47","@realDonaldTrump https://t.co/iODMkI2DnS",FALSE,7,"realDonaldTrump",2018-10-14 14:52:06,FALSE,"1051471737068670977","1051485804881735680","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",8,FALSE,FALSE,NA,NA,10,14,2018
"48","RT @realDonaldTrump: NBC News has totally and purposely changed the point and  meaning of my story about General Robert E Lee and General U…",FALSE,0,NA,2018-10-14 14:51:52,FALSE,NA,"1051485747130368000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",16761,TRUE,FALSE,NA,NA,10,14,2018
"49","RT @Tokaise: Why Was Robert Mueller and Only Robert Mueller Selected to Hand Deliver Uranium to Russia and then Run the Trump-Russia Witch…",FALSE,0,NA,2018-10-14 14:51:24,FALSE,NA,"1051485629924687873",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",19,TRUE,FALSE,NA,NA,10,14,2018
"50","RT @w_terrence: YouTube why are y’all picking on conservatives! So Kaya jones new music video is being censored because she had a gun? But…",FALSE,0,NA,2018-10-14 14:50:20,FALSE,NA,"1051485360755228672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",1694,TRUE,FALSE,NA,NA,10,14,2018
"51","RT @JudicialWatch: A federal judge said California teacher Yvette Felarca's effort to block JW from obtaining public records on her violent…",FALSE,0,NA,2018-10-13 22:59:09,FALSE,NA,"1051245988441190400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",871,TRUE,FALSE,NA,NA,10,13,2018
"52","RT @byefool27: Has anyone heard of ONE country offering help to the US for Hurricane Michael?",FALSE,0,NA,2018-10-13 22:58:46,FALSE,NA,"1051245890948816901",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",5,TRUE,FALSE,NA,NA,10,13,2018
"53","RT @w_terrence: Why do people always twist things. I did not criticize him for sleeping with a man. I criticized Don Lemon for saying Kanye…",FALSE,0,NA,2018-10-13 22:52:01,FALSE,NA,"1051244194147254272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",3276,TRUE,FALSE,NA,NA,10,13,2018
"54","RT @FreedomOne3: I won't ever have anymore Levi's!
#NoMoreLevis https://t.co/Eaa3CzlQBr",FALSE,0,NA,2018-10-13 22:50:11,FALSE,NA,"1051243731003867138",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",2,TRUE,FALSE,NA,NA,10,13,2018
"55","https://t.co/sUd4q7uQFo",FALSE,0,NA,2018-10-13 22:49:25,FALSE,NA,"1051243539823292416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,13,2018
"56","RT @SheriffClarke: Don Lemon-head is a self-annointed plantation gate keeper whose self righteousness has him believing he alone knows the…",FALSE,0,NA,2018-10-13 22:46:30,FALSE,NA,"1051242806235328512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",4069,TRUE,FALSE,NA,NA,10,13,2018
"57","RT @DiamondandSilk: Say What??????

https://t.co/2wKI9Lrh8d",FALSE,0,NA,2018-10-13 02:19:30,FALSE,NA,"1050934019200815105",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",1983,TRUE,FALSE,NA,NA,10,13,2018
"58","RT @birdman8272: Who is the worst on Fox News Network?

Please Vote and Retweet!
Love to see replies on this one",FALSE,0,NA,2018-10-13 02:19:16,FALSE,NA,"1050933963445944323",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",3372,TRUE,FALSE,NA,NA,10,13,2018
"59","RT @SaraCarterDC: *BREAKING* https://t.co/zDkB4GyAAW",FALSE,0,NA,2018-10-13 02:18:30,FALSE,NA,"1050933769887260673",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",4908,TRUE,FALSE,NA,NA,10,13,2018
"60","Now they are starting to cross a line that will not come back - - don't let this grow

time to start chasing down t… https://t.co/piTASYfvim",FALSE,0,NA,2018-10-13 02:18:19,TRUE,NA,"1050933723326238725",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,13,2018
"61","RT @MarkDice: MSNBC calls Kanye West a ""White Supremacist"" for Meeting with Trump. https://t.co/ziOrIXEIxg",FALSE,0,NA,2018-10-13 02:14:54,FALSE,NA,"1050932862604795906",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",6326,TRUE,FALSE,NA,NA,10,13,2018
"62","RT @w_terrence: I really want to boycott CNN for allowing Don Lemon to be hateful and disgusting. The boycott wouldn’t work because they on…",FALSE,0,NA,2018-10-13 02:11:43,FALSE,NA,"1050932061488451584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",5643,TRUE,FALSE,NA,NA,10,13,2018
"63","Trump snubs Feinstein, Harris to nominate conservative judges to liberal 9th Circuit https://t.co/3RFeIzpybl #FoxNews",FALSE,2,NA,2018-10-13 01:23:02,FALSE,NA,"1050919811356811264",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",1,FALSE,FALSE,NA,NA,10,13,2018
"64","Media Montage: Photos and Video of Violent Democrat Mobs in Action https://t.co/yTd5MNweIQ via @gatewaypundit",FALSE,0,NA,2018-10-13 01:08:00,FALSE,NA,"1050916028492996608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,13,2018
"65","RT @hrenee80: 53% of Americans favor further investigation of Brett Kavanaugh by Congress that could potentially lead to efforts to remove…",FALSE,0,NA,2018-10-13 01:05:37,FALSE,NA,"1050915427935760384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",1554,TRUE,FALSE,NA,NA,10,13,2018
"66","@realDonaldTrump https://t.co/Kbx9GNDYXN",FALSE,0,"realDonaldTrump",2018-10-12 20:10:49,FALSE,"1050832839678353410","1050841239187271680","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"67","@realDonaldTrump https://t.co/n9SEeB3ks6",FALSE,1,"realDonaldTrump",2018-10-12 18:16:39,FALSE,"1050810652271529984","1050812508330749952","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",1,FALSE,FALSE,NA,NA,10,12,2018
"68","@realDonaldTrump https://t.co/8yL3TVuQUU",FALSE,0,"realDonaldTrump",2018-10-12 18:16:21,FALSE,"1050810652271529984","1050812430677409792","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"69","@realDonaldTrump https://t.co/2WBSuqwdcp",FALSE,0,"realDonaldTrump",2018-10-12 18:16:07,FALSE,"1050810652271529984","1050812372468805638","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"70","@realDonaldTrump https://t.co/jOsnaddrRz",FALSE,0,"realDonaldTrump",2018-10-12 18:15:48,FALSE,"1050810652271529984","1050812295176212481","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"71","@realDonaldTrump https://t.co/6aCgBmNTPi",FALSE,0,"realDonaldTrump",2018-10-12 18:15:26,FALSE,"1050810652271529984","1050812201806848001","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"72","@realDonaldTrump https://t.co/Cp1dXlWqp6",FALSE,0,"realDonaldTrump",2018-10-12 18:14:05,FALSE,"1050810652271529984","1050811859132186624","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"73","@realDonaldTrump https://t.co/BtgKjE4EAc",FALSE,0,"realDonaldTrump",2018-10-12 18:09:04,FALSE,"1050788995377049601","1050810599167418368","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"74","RT @realDonaldTrump: PROMISES MADE, PROMISES KEPT! https://t.co/2lk8Fjspe4",FALSE,0,NA,2018-10-12 18:08:26,FALSE,NA,"1050810440039759875",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",17878,TRUE,FALSE,NA,NA,10,12,2018
"75","RT @realDonaldTrump: REGISTER TO VOTE! https://t.co/0pWiwCHGbh https://t.co/EOCLoJJ24B",FALSE,0,NA,2018-10-12 16:12:28,FALSE,NA,"1050781253388161025",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",13429,TRUE,FALSE,NA,NA,10,12,2018
"76","@realDonaldTrump https://t.co/S1EvNMg642",FALSE,0,"realDonaldTrump",2018-10-12 14:33:41,FALSE,"1050754462405537798","1050756393781927936","25073877","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"77","@TomFitton @JudicialWatch What was going on in Benghazi that was so desperately being hidden from the American Publ… https://t.co/CYOB8VnfiR",FALSE,0,"TomFitton",2018-10-12 14:27:48,TRUE,"1050737794447040512","1050754913259712513","18266688","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"78","@TomFitton @JudicialWatch It does not take 13hrs to get to Benghazi - - 

why didn't it come? https://t.co/iyO7WGqyrM",FALSE,0,"TomFitton",2018-10-12 14:26:19,FALSE,"1050737794447040512","1050754540260208640","18266688","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"79","@TomFitton @JudicialWatch It does not take 13hrs to get help to Benghazi - -

where was it? https://t.co/IEXyVLrYx8",FALSE,0,"TomFitton",2018-10-12 14:25:02,FALSE,"1050737794447040512","1050754218024423425","18266688","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
"80","RT @TomFitton: READY for Court on Hillary Clinton! @JudicialWatch federal court hearing in less than one hour on Hillary Clinton emails, Be…",FALSE,0,NA,2018-10-12 14:23:49,FALSE,NA,"1050753914520395776",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",2806,TRUE,FALSE,NA,NA,10,12,2018
"81","@jtd_gameon12 @SanMateogirl11 https://t.co/vPMxuChE3S",FALSE,0,"jtd_gameon12",2018-10-12 14:22:56,FALSE,"1050711160717238273","1050753691148591105","1392951560","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JC20204",0,FALSE,FALSE,NA,NA,10,12,2018
